"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","All Occurrence Value","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Social Modifier","Interval Channel 2 Name","Interval Channel 2 Value"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:04:22","2018-03-28","15:04:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","7","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:05:22","2018-03-28","15:05:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","8","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:06:22","2018-03-28","15:06:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","9","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:07:22","2018-03-28","15:07:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","10","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:08:22","2018-03-28","15:08:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","11","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:09:22","2018-03-28","15:09:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","12","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:10:22","2018-03-28","15:10:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","13","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:11:22","2018-03-28","15:11:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","14","","","","Inactive","Resting/sleeping"
"125","NA Porcupine","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-28 14:57:21","2018-03-28 15:12:21","2018-03-28 15:12:22","2018-03-28","15:12:22","2018","3","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","15","","","","Inactive","Resting/sleeping"
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:01:58","2018-04-01","15:01:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","1","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:02:58","2018-04-01","15:02:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","2","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:03:58","2018-04-01","15:03:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","3","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:04:58","2018-04-01","15:04:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","4","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:05:58","2018-04-01","15:05:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","5","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:06:58","2018-04-01","15:06:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","6","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:07:58","2018-04-01","15:07:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","7","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:08:58","2018-04-01","15:08:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","8","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:09:58","2018-04-01","15:09:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","9","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:10:58","2018-04-01","15:10:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","10","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:11:58","2018-04-01","15:11:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","11","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","","","","","","","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","12","","","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","","","","","","","Igloo,Toby","15.00","","600x600","","Interval","Toby","","12","","","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:13:58","2018-04-01","15:13:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","13","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:14:58","2018-04-01","15:14:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","14","Active","Eating/foraging","","",""
"127","NA Porcupine","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-04-01 15:00:57","2018-04-01 15:15:57","2018-04-01 15:15:58","2018-04-01","15:15:58","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","15","Active","Eating/foraging","","",""
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 14:57:13","2018-04-08","14:57:13","2018","4","14","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","1","Active","Eating/foraging","","",""
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 14:58:13","2018-04-08","14:58:13","2018","4","14","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","2","Active","Smelling/sniffing","","",""
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 14:59:13","2018-04-08","14:59:13","2018","4","14","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","3","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:00:13","2018-04-08","15:00:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","4","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","","","","","","","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","5","","","","",""
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","","","","","","","Igloo,Toby","15.00","","600x600","","Interval","Toby","","5","","","","",""
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:02:13","2018-04-08","15:02:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","6","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:03:13","2018-04-08","15:03:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","7","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:04:13","2018-04-08","15:04:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","8","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:05:13","2018-04-08","15:05:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","9","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:06:13","2018-04-08","15:06:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","10","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:07:13","2018-04-08","15:07:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","11","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:08:13","2018-04-08","15:08:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","12","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:09:13","2018-04-08","15:09:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","13","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:10:13","2018-04-08","15:10:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","14","","","","Inactive","Resting/sleeping"
"131","NA Porcupine","Laura Pilarski","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-04-08 14:56:12","2018-04-08 15:11:12","2018-04-08 15:11:13","2018-04-08","15:11:13","2018","4","15","Igloo,Toby","15.00","","600x600","","Interval","Igloo","","15","","","","Inactive","Resting/sleeping"
