"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value","Interval Channel 3 Social Modifier","Interval Channel 4 Name","Interval Channel 4 Value","Interval Channel 5 Name","Interval Channel 5 Value","Interval Channel 6 Name","Interval Channel 6 Value","Interval Channel 7 Name","Interval Channel 7 Value","Interval Channel 8 Name","Interval Channel 8 Value","Interval Channel 9 Name","Interval Channel 9 Value","Interval Channel 10 Name","Interval Channel 10 Value"
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:55:54","2019-04-27","13:55:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","1","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:55:54","2019-04-27","13:55:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","1","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:56:54","2019-04-27","13:56:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","2","","","","","Social","Vocalization","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:56:54","2019-04-27","13:56:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","2","","","","","","","","","","","","","","","","Enrichment-based","Interaction","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:57:54","2019-04-27","13:57:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","3","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:57:54","2019-04-27","13:57:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","3","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:58:54","2019-04-27","13:58:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","4","","","","","Social","Vocalization","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:58:54","2019-04-27","13:58:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","4","","","","","","","","","","","","","","","","Enrichment-based","Interaction","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:59:54","2019-04-27","13:59:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","5","","","","","Social","Vocalization","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 13:59:54","2019-04-27","13:59:54","2019","4","13","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","5","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:00:54","2019-04-27","14:00:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","6","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:00:54","2019-04-27","14:00:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","6","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:01:54","2019-04-27","14:01:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","7","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:01:54","2019-04-27","14:01:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","7","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:02:54","2019-04-27","14:02:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","8","","","","","Social","Vocalization","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:02:54","2019-04-27","14:02:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","8","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:03:54","2019-04-27","14:03:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","9","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:03:54","2019-04-27","14:03:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","9","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:04:54","2019-04-27","14:04:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","10","","","","","Social","Vocalization","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:04:54","2019-04-27","14:04:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","10","","","","","","","","","","Maintenance","Body Fluffing","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:05:54","2019-04-27","14:05:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","11","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:05:54","2019-04-27","14:05:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","11","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:06:54","2019-04-27","14:06:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","12","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:06:54","2019-04-27","14:06:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","12","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:07:54","2019-04-27","14:07:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","13","","","","","Social","Vocalization","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:07:54","2019-04-27","14:07:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","13","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:08:54","2019-04-27","14:08:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","14","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:08:54","2019-04-27","14:08:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","14","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:09:54","2019-04-27","14:09:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Leia","15","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"633","Guineafowl","Meiyer Torrisi","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-27 13:54:54","2019-04-27 14:09:54","2019-04-27 14:09:54","2019-04-27","14:09:54","2019","4","14","Luke,Leia","15.00","","600x600","Brew event","Interval","Luke","15","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:29:37","2019-06-03","10:29:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","1","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:29:37","2019-06-03","10:29:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","1","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:30:37","2019-06-03","10:30:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","2","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:30:37","2019-06-03","10:30:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","2","","","","","","","","","","Maintenance","Preening","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:31:37","2019-06-03","10:31:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","3","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:31:37","2019-06-03","10:31:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","3","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:32:37","2019-06-03","10:32:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","4","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:32:37","2019-06-03","10:32:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","4","","","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:33:37","2019-06-03","10:33:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","5","","","","","","","","","","Maintenance","Preening","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:33:37","2019-06-03","10:33:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","5","","","","","","","","","","Maintenance","Preening","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:34:37","2019-06-03","10:34:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","6","","","","","","","","","","","","","","Stereotypic","Feather Plucking","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:34:37","2019-06-03","10:34:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","6","","","","","","","","","","","","","","Stereotypic","Feather Plucking","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:35:37","2019-06-03","10:35:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","7","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:35:37","2019-06-03","10:35:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","7","","","Locomotion","Run","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:36:37","2019-06-03","10:36:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","8","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:36:37","2019-06-03","10:36:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","8","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:37:37","2019-06-03","10:37:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","9","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:37:37","2019-06-03","10:37:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","9","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:38:37","2019-06-03","10:38:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","10","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:38:37","2019-06-03","10:38:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","10","","","","","","","","","","","","","","Stereotypic","Pacing","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:39:37","2019-06-03","10:39:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","11","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:39:37","2019-06-03","10:39:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","11","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:40:37","2019-06-03","10:40:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","12","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:40:37","2019-06-03","10:40:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","12","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:41:37","2019-06-03","10:41:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","13","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:41:37","2019-06-03","10:41:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","13","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:42:37","2019-06-03","10:42:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","14","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:42:37","2019-06-03","10:42:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","14","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:43:37","2019-06-03","10:43:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Leia","15","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"971","Guineafowl","Jeannette Schwab","fec64e9b-ff9b-4fe1-8710-c140662355ed","2019-06-03 10:28:37","2019-06-03 10:43:37","2019-06-03 10:43:37","2019-06-03","10:43:37","2019","6","10","Luke,Leia","15.00","","600x600","","Interval","Luke","15","","","","","","","","","","","","Exploratory & Feeding","Foraging","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:55:30","2019-06-11","11:55:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Leia","1","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:55:30","2019-06-11","11:55:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Luke","1","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:56:30","2019-06-11","11:56:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Leia","2","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:56:30","2019-06-11","11:56:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Luke","2","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:57:30","2019-06-11","11:57:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Leia","3","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:57:30","2019-06-11","11:57:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Luke","3","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:58:30","2019-06-11","11:58:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Leia","4","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:58:30","2019-06-11","11:58:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Luke","4","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:59:30","2019-06-11","11:59:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Leia","5","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 11:59:30","2019-06-11","11:59:30","2019","6","11","Luke,Leia","15.00","","600x600","","Interval","Luke","5","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:00:30","2019-06-11","12:00:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Leia","6","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:00:30","2019-06-11","12:00:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Luke","6","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:01:30","2019-06-11","12:01:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Leia","7","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:01:30","2019-06-11","12:01:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Luke","7","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:02:30","2019-06-11","12:02:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Leia","8","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:02:30","2019-06-11","12:02:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Luke","8","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:03:30","2019-06-11","12:03:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Leia","9","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:03:30","2019-06-11","12:03:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Luke","9","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:04:30","2019-06-11","12:04:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Leia","10","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:04:30","2019-06-11","12:04:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Luke","10","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:05:30","2019-06-11","12:05:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Leia","11","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"1065","Guineafowl","Jeannette Schwab","f208fba2-acef-49ff-96c2-6482634a4eeb","2019-06-11 11:54:30","2019-06-11 12:09:30","2019-06-11 12:05:30","2019-06-11","12:05:30","2019","6","12","Luke,Leia","15.00","","600x600","","Interval","Luke","11","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
