"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","All Occurrence Value","All Occurrence Behavior Modifier 1","All Occurrence Behavior Modifier 2","All Occurrence Behavior Modifier 3","All Occurrence Behavior Social Modifier","All Occurrence Comment","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:56:25","2020-03-20","15:56:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Brad","","","","","","","4","","","Inactive","Standing"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:56:25","2020-03-20","15:56:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Janet","","","","","","","4","","","Inactive","Out of view"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:57:25","2020-03-20","15:57:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Brad","","","","","","","5","","","Inactive","Standing"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:57:25","2020-03-20","15:57:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Janet","","","","","","","5","","","Inactive","Out of view"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:58:25","2020-03-20","15:58:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Brad","","","","","","","6","","","Inactive","Standing"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:58:25","2020-03-20","15:58:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Janet","","","","","","","6","","","Inactive","Out of view"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:59:25","2020-03-20","15:59:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Brad","","","","","","","7","","","Inactive","Standing"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 15:59:25","2020-03-20","15:59:25","2020","3","15","Janet,Brad","15.00","","600x600","","Interval","Janet","","","","","","","7","","","Inactive","Out of view"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 16:00:25","2020-03-20","16:00:25","2020","3","16","Janet,Brad","15.00","","600x600","","Interval","Brad","","","","","","","8","","","Inactive","Standing"
"1688","Hyrax","Lindsay Rodgers","664aada0-4976-408a-a13f-3f2629c3b099","2020-03-20 15:52:25","2020-03-20 16:07:25","2020-03-20 16:00:25","2020-03-20","16:00:25","2020","3","16","Janet,Brad","15.00","","600x600","","Interval","Janet","","","","","","","8","","","Inactive","Out of view"
