"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Social Modifier","Interval Channel 2 Name","Interval Channel 2 Value"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:43:08","2018-03-04","14:43:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","2","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:44:08","2018-03-04","14:44:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","3","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:44:08","2018-03-04","14:44:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","3","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:45:08","2018-03-04","14:45:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","4","","","","Inactive","Other"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:45:08","2018-03-04","14:45:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","4","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:46:08","2018-03-04","14:46:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","5","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:46:08","2018-03-04","14:46:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","5","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:47:08","2018-03-04","14:47:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","6","Active","Interacting with object","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:47:08","2018-03-04","14:47:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","6","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:48:08","2018-03-04","14:48:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","7","Active","Interacting with object","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:48:08","2018-03-04","14:48:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","7","Active","Running","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:49:08","2018-03-04","14:49:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","8","Active","Running","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:49:08","2018-03-04","14:49:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","8","Active","Running","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:50:08","2018-03-04","14:50:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","9","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:50:08","2018-03-04","14:50:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","9","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:51:08","2018-03-04","14:51:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","10","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:51:08","2018-03-04","14:51:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","10","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:52:08","2018-03-04","14:52:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","11","Active","Running","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:52:08","2018-03-04","14:52:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","11","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:53:08","2018-03-04","14:53:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","12","Active","Running","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:53:08","2018-03-04","14:53:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","12","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:54:08","2018-03-04","14:54:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","13","Active","Running","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:54:08","2018-03-04","14:54:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","13","","","","Inactive","Resting"
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:55:08","2018-03-04","14:55:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Hunter","14","Active","Running","","",""
"78","Dogs","Anna Anderson","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-03-04 14:41:07","2018-03-04 14:56:07","2018-03-04 14:55:08","2018-03-04","14:55:08","2018","3","14","Hunter,Amara,Akilah,JT","15.00","","600x600","","Interval","Minzi","14","Active","Running","","Inactive","Resting"
