STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS,WT01,WT02,WT03,WT05,WT06,WT07,WT08,WT09,WT11
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/12/18,27,33,14,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/13/18,26,46,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/14/18,36,60,24,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/15/18,41,65,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/16/18,39,61,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/17/18,36,42,25,,1,,,,1,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/18/18,28,36,24,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/19/18,33,50,18,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/20/18,34,56,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/21/18,37,63,22,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/22/18,37,60,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/23/18,50,60,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/24/18,42,67,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/25/18,38,47,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/26/18,27,50,11,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/27/18,35,65,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/28/18,51,69,31,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/29/18,42,58,24,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/30/18,36,50,22,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/1/18,40,57,20,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/2/18,28,39,12,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/3/18,31,40,19,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/4/18,27,45,11,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/5/18,26,58,8,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/6/18,24,28,10,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/7/18,24,44,13,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/8/18,26,46,11,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/9/18,28,47,12,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/10/18,26,51,6,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/11/18,40,64,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/12/18,39,65,14,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/13/18,40,46,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/14/18,28,54,10,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/15/18,36,64,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/16/18,35,59,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/17/18,34,59,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/18/18,46,61,24,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/19/18,43,59,27,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/20/18,33,48,17,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/21/18,33,69,15,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/22/18,40,46,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/23/18,27,41,13,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/24/18,31,52,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/25/18,30,48,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/26/18,33,48,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/27/18,34,39,22,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/28/18,24,28,15,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/29/18,20,36,4,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/30/18,26,56,10,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/31/18,29,33,12,,1,,,,,,1,1,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/1/19,10,12,-5,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/2/19,8,35,-6,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/3/19,21,51,4,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/4/19,35,62,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/5/19,37,66,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/6/19,41,63,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/7/19,47,58,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/8/19,40,47,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/9/19,28,47,14,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/10/19,36,64,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/11/19,40,44,37,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/12/19,38,42,31,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/13/19,32,42,22,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/14/19,33,52,21,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/15/19,33,55,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/16/19,38,60,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/17/19,44,62,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/18/19,40,49,28,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/19/19,34,49,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/20/19,34,65,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/21/19,42,64,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/22/19,34,40,11,,1,1,1,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/23/19,20,45,5,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/24/19,25,35,15,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/25/19,24,40,12,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/26/19,29,53,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/27/19,35,59,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/28/19,37,47,14,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/29/19,22,35,8,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/30/19,23,52,7,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/31/19,33,56,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/1/19,35,59,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/2/19,39,67,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/3/19,51,69,34,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/4/19,48,66,29,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/5/19,37,60,24,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/6/19,39,59,13,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/7/19,16,27,8,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/8/19,18,41,4,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/9/19,29,60,10,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/10/19,38,46,18,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/11/19,29,54,9,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/12/19,35,57,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/13/19,38,70,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/14/19,57,66,33,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/15/19,36,67,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/16/19,30,55,16,,1,1,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/17/19,27,48,7,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/18/19,19,18,9,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/19/19,16,25,10,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/20/19,21,40,5,,1,1,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/21/19,26,43,12,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/22/19,33,47,25,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/23/19,36,49,21,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/24/19,32,45,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/25/19,31,54,15,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/26/19,32,68,22,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/27/19,25,27,18,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/28/19,28,59,13,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/1/19,38,68,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/2/19,31,32,18,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/3/19,14,18,6,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/4/19,10,20,7,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/5/19,16,34,2,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/6/19,30,59,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/7/19,36,63,24,,1,1,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/8/19,43,71,28,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/9/19,52,62,32,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/10/19,40,55,28,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/11/19,40,58,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/12/19,51,73,34,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/13/19,48,51,34,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/14/19,37,42,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/15/19,32,49,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/16/19,38,57,22,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/17/19,41,62,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/18/19,41,60,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/19/19,46,51,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/20/19,42,63,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/21/19,43,64,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/22/19,48,60,35,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/23/19,45,62,32,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/24/19,43,62,27,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/25/19,47,66,33,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/26/19,50,71,37,,1,1,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/27/19,58,82,39,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/28/19,64,82,44,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/29/19,48,58,37,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/30/19,39,42,33,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",3/31/19,40,45,32,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/1/19,40,62,30,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/2/19,45,59,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/3/19,47,66,34,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/4/19,52,73,31,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/5/19,58,75,41,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/6/19,60,76,45,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/7/19,58,74,37,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/8/19,59,79,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/9/19,60,86,38,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/10/19,63,70,30,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/11/19,35,50,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/12/19,39,53,28,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/13/19,43,48,33,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/14/19,45,77,28,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/15/19,58,79,35,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/16/19,61,78,44,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/17/19,61,69,47,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/18/19,53,66,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/19/19,51,75,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/20/19,63,86,39,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/21/19,67,78,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/22/19,53,59,40,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/23/19,52,63,40,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/24/19,55,79,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/25/19,61,71,46,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/26/19,61,85,39,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/27/19,65,75,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/28/19,61,86,39,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/29/19,54,56,42,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",4/30/19,48,68,39,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/1/19,51,68,41,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/2/19,47,65,39,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/3/19,56,73,39,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/4/19,59,79,40,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/5/19,62,81,37,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/6/19,62,80,43,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/7/19,55,57,49,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/8/19,54,63,39,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/9/19,41,44,36,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/10/19,42,51,38,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/11/19,53,71,35,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/12/19,56,77,33,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/13/19,64,85,38,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/14/19,67,88,41,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/15/19,70,90,49,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/16/19,70,86,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/17/19,69,83,47,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/18/19,55,68,37,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/19/19,50,73,32,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/20/19,55,61,40,,1,,1,1,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/21/19,42,52,35,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/22/19,48,68,34,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/23/19,51,51,38,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/24/19,53,80,36,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/25/19,62,80,42,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/26/19,67,80,54,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/27/19,64,80,47,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/28/19,61,72,45,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/29/19,55,65,42,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/30/19,58,74,43,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",5/31/19,62,82,45,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/1/19,68,83,51,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/2/19,65,82,50,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/3/19,66,86,48,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/4/19,67,85,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/5/19,65,83,51,,,,1,1,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/6/19,64,82,49,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/7/19,70,89,52,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/8/19,71,91,51,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/9/19,63,69,52,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/10/19,63,81,43,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/11/19,70,88,47,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/12/19,66,79,49,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/13/19,70,91,53,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/14/19,74,91,55,,,,1,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/15/19,69,83,51,,,,1,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/16/19,65,86,50,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/17/19,68,83,52,,1,,1,1,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/18/19,61,77,53,,,,1,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/19/19,65,85,50,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/20/19,72,92,52,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/21/19,71,86,55,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/22/19,62,75,57,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/23/19,63,79,50,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/24/19,65,87,45,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/25/19,72,93,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/26/19,74,94,55,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/27/19,76,100,52,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/28/19,81,101,56,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/29/19,83,100,62,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",6/30/19,82,99,60,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/1/19,79,89,63,,1,,1,1,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/2/19,71,89,59,,,,1,1,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/3/19,70,93,56,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/4/19,78,96,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/5/19,80,89,65,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/6/19,72,83,61,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/7/19,72,89,57,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/8/19,75,94,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/9/19,75,95,56,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/10/19,78,86,67,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/11/19,79,97,66,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/12/19,80,99,60,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/13/19,83,99,61,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/14/19,81,100,62,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/15/19,77,98,62,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/16/19,79,99,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/17/19,83,101,67,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/18/19,83,103,60,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/19/19,87,105,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/20/19,88,103,64,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/21/19,72,90,62,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/22/19,72,84,61,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/23/19,72,90,61,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/24/19,77,95,61,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/25/19,82,96,68,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/26/19,74,89,65,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/27/19,79,93,65,,1,,1,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/28/19,74,93,61,,,,,,,,,,
