STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS,WT01,WT02,WT03,WT05,WT06,WT07,WT08,WT09,WT11
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/29/19,78,96,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/30/19,78,98,61,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",7/31/19,82,100,63,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/1/19,81,92,66,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/2/19,76,92,63,,,,1,1,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/3/19,75,92,64,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/4/19,80,97,67,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/5/19,83,96,67,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/6/19,79,99,62,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/7/19,81,99,63,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/8/19,78,90,68,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/9/19,76,94,63,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/10/19,77,96,64,,1,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/11/19,77,96,66,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/12/19,77,94,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/13/19,78,98,60,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/14/19,74,92,60,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/15/19,78,101,57,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/16/19,80,100,59,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/17/19,78,99,57,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/18/19,78,99,58,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/19/19,82,102,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/20/19,82,103,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/21/19,81,87,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/22/19,73,93,56,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/23/19,76,93,58,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/24/19,73,91,58,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/25/19,78,102,57,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/26/19,78,88,62,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/27/19,74,86,65,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/28/19,74,94,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/29/19,78,100,55,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/30/19,74,86,61,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",8/31/19,73,90,59,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/1/19,78,101,59,,,,1,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/2/19,80,102,58,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/3/19,80,94,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/4/19,78,99,64,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/5/19,80,102,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/6/19,81,89,64,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/7/19,73,90,61,,,,1,1,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/8/19,71,86,60,,,,1,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/9/19,71,91,57,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/10/19,75,94,56,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/11/19,79,94,63,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/12/19,69,82,50,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/13/19,69,89,50,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/14/19,73,94,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/15/19,74,92,55,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/16/19,75,90,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/17/19,74,92,56,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/18/19,72,86,53,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/19/19,70,93,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/20/19,75,92,54,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/21/19,71,88,53,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/22/19,65,78,45,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/23/19,65,84,48,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/24/19,75,88,54,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/25/19,69,89,50,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/26/19,71,90,57,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/27/19,71,80,57,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/28/19,63,76,51,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/29/19,70,91,50,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",9/30/19,78,94,59,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/1/19,65,73,54,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/2/19,58,73,47,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/3/19,57,69,45,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/4/19,54,82,40,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/5/19,62,71,43,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/6/19,55,66,40,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/7/19,52,79,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/8/19,61,87,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/9/19,66,85,41,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/10/19,41,41,26,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/11/19,32,55,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/12/19,42,72,20,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/13/19,48,75,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/14/19,53,82,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/15/19,56,64,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/16/19,49,75,29,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/17/19,56,83,33,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/18/19,63,78,37,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/19/19,49,70,27,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/20/19,52,59,36,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/21/19,46,57,29,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/22/19,44,71,22,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/23/19,52,61,33,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/24/19,36,44,27,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/25/19,36,58,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/26/19,47,79,29,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/27/19,41,40,26,,1,,,,1,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/28/19,27,27,17,,1,1,,,1,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/29/19,23,28,14,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/30/19,15,22,-6,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",10/31/19,11,37,-5,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/1/19,28,43,14,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/2/19,33,49,20,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/3/19,37,63,23,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/4/19,41,53,28,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/5/19,40,59,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/6/19,43,67,27,,1,,,,1,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/7/19,36,48,26,,1,,,,1,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/8/19,38,65,22,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/9/19,46,75,28,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/10/19,46,68,29,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/11/19,33,40,16,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/12/19,26,53,12,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/13/19,42,67,23,,,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/14/19,38,53,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/15/19,38,57,24,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/16/19,49,73,31,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/17/19,45,56,27,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/18/19,46,71,29,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/19/19,45,67,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/20/19,44,61,32,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/21/19,37,40,29,,1,,,,1,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/22/19,29,30,12,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/23/19,25,45,9,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/24/19,35,64,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/25/19,44,48,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/26/19,32,33,15,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/27/19,22,31,11,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/28/19,29,40,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/29/19,34,58,24,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",11/30/19,42,49,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/1/19,27,42,14,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/2/19,34,70,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/3/19,45,65,24,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/4/19,39,58,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/5/19,38,55,27,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/6/19,37,50,22,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/7/19,35,70,19,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/8/19,48,61,37,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/9/19,40,46,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/10/19,27,46,12,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/11/19,27,49,14,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/12/19,35,55,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/13/19,40,62,25,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/14/19,35,48,22,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/15/19,32,32,26,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/16/19,27,32,3,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/17/19,16,41,0,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/18/19,21,49,5,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/19/19,26,45,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/20/19,31,49,15,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/21/19,31,60,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/22/19,35,58,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/23/19,38,57,30,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/24/19,40,60,32,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/25/19,40,58,27,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/26/19,35,52,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/27/19,30,33,26,,1,1,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/28/19,31,34,26,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/29/19,27,39,15,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/30/19,24,40,10,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",12/31/19,25,49,8,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/1/20,39,62,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/2/20,42,50,20,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/3/20,31,53,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/4/20,33,61,16,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/5/20,44,50,23,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/6/20,38,52,21,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/7/20,38,62,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/8/20,38,63,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/9/20,42,50,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/10/20,32,44,15,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/11/20,24,44,11,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/12/20,29,49,10,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/13/20,31,54,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/14/20,31,63,11,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/15/20,37,46,20,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/16/20,27,34,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/17/20,32,59,16,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/18/20,34,46,18,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/19/20,27,48,9,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/20/20,28,52,9,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/21/20,33,41,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/22/20,41,60,28,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/23/20,36,48,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/24/20,31,59,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/25/20,42,60,26,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/26/20,38,56,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/27/20,35,50,19,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/28/20,37,46,24,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/29/20,33,46,22,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/30/20,33,51,17,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",1/31/20,36,60,13,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/1/20,40,71,20,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/2/20,55,79,34,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/3/20,,56,19,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/4/20,21,22,4,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/5/20,12,31,-2,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/6/20,23,46,9,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/7/20,31,32,18,,1,1,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/8/20,24,40,11,,1,1,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/9/20,32,36,24,,,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/10/20,30,39,20,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/11/20,27,31,14,,1,,,,,,,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/12/20,22,38,7,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/13/20,24,26,12,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/14/20,23,53,8,,1,,,,,,1,,
USW00093058,"PUEBLO MEMORIAL AIRPORT, CO US",2/15/20,44,,,,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/1/18,,63,18,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/2/18,,73,18,40,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/3/18,,74,26,54,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/4/18,,71,35,40,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/5/18,,51,24,25,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/6/18,,53,13,21,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/7/18,,56,13,26,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/8/18,,69,21,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/9/18,,71,28,41,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/10/18,,65,28,33,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/11/18,,53,17,29,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/12/18,,63,14,43,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/13/18,,57,26,42,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/14/18,,72,31,41,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/15/18,,75,30,47,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/16/18,,64,40,40,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/17/18,,69,25,50,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/18/18,,66,25,44,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/19/18,,50,30,38,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/20/18,,60,20,31,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/21/18,,67,22,41,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/22/18,,78,29,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/23/18,,76,47,52,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/24/18,,71,29,55,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/25/18,,74,28,42,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/26/18,,61,30,39,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/27/18,,51,30,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/28/18,,61,25,39,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/29/18,,60,23,37,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/30/18,,72,23,58,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",3/31/18,,65,35,35,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/1/18,,49,26,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/2/18,,82,23,60,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/3/18,,62,31,31,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/4/18,,75,19,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/5/18,,74,29,54,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/6/18,,54,23,23,1,,,,1,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/7/18,,56,21,43,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/8/18,,73,39,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/9/18,,59,37,37,,,1,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/10/18,,75,28,48,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/11/18,,86,37,51,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/12/18,,82,40,61,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/13/18,,61,35,35,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/14/18,,61,30,30,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/15/18,,67,26,47,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/16/18,,83,28,54,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/17/18,,76,42,43,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/18/18,,62,31,36,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/19/18,,75,28,59,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/20/18,,65,39,41,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/21/18,,48,37,43,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/22/18,,67,35,42,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/23/18,,76,35,54,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/24/18,,58,35,35,,,,,,,,,
USC00058992,"WEATHER FORECAST OFFICE PUEBLO, CO US",4/25/18,,68,31,40,,,,,,,,,
