"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value","Interval Channel 4 Name","Interval Channel 4 Value","Interval Channel 4 Social Modifier","Interval Channel 5 Name","Interval Channel 5 Value","Interval Channel 6 Name","Interval Channel 6 Value","Interval Channel 7 Name","Interval Channel 7 Value","Interval Channel 8 Name","Interval Channel 8 Value","Interval Channel 9 Name","Interval Channel 9 Value","Interval Channel 10 Name","Interval Channel 10 Value"
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:06:08","2019-03-23","11:06:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","1","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:07:08","2019-03-23","11:07:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","2","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:08:08","2019-03-23","11:08:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","3","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:09:08","2019-03-23","11:09:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","4","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:10:08","2019-03-23","11:10:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","5","Inactive","Alert","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:11:08","2019-03-23","11:11:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","6","Inactive","Alert","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:12:08","2019-03-23","11:12:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","7","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:13:08","2019-03-23","11:13:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","8","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:14:08","2019-03-23","11:14:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","9","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:15:08","2019-03-23","11:15:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","10","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:16:08","2019-03-23","11:16:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","11","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:17:08","2019-03-23","11:17:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","12","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:18:08","2019-03-23","11:18:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","13","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","2019-03-23 11:19:08","2019-03-23","11:19:08","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","14","","","","","","","","","","","","Exploratory & Feeding","Consumption","","","","","","","",""
"524","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-23 11:05:08","2019-03-23 11:20:08","","","","","","","Natasha","15.00","","600x600","","Interval","Natasha","15","","","","","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:05:35","2019-03-30","11:05:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","1","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:06:35","2019-03-30","11:06:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","2","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:07:35","2019-03-30","11:07:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","3","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:08:35","2019-03-30","11:08:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","4","Inactive","Alert","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:09:35","2019-03-30","11:09:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","5","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:10:35","2019-03-30","11:10:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","6","Inactive","Alert","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:11:35","2019-03-30","11:11:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","7","Inactive","Alert","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:12:35","2019-03-30","11:12:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","8","Inactive","Alert","","","","","","","","","","","","","","","","","","",""
"554","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-03-30 11:04:35","2019-03-30 11:14:13","2019-03-30 11:13:35","2019-03-30","11:13:35","2019","3","11","Natasha","15.00","","600x600","","Interval","Natasha","9","Inactive","Alert","Locomotion","Walking","","","","","","","","","","","","","","","","",""
"615","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-20 10:49:02","2019-04-20 11:04:02","2019-04-20 10:50:02","2019-04-20","10:50:02","2019","4","10","Natasha","15.00","","600x600","","Interval","Natasha","1","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"615","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-20 10:49:02","2019-04-20 11:04:02","2019-04-20 10:51:02","2019-04-20","10:51:02","2019","4","10","Natasha","15.00","","600x600","","Interval","Natasha","2","Inactive","Resting","","","","","","","","","","","","","","","","","","",""
"615","Elk","Ashley Bowen","664aada0-4976-408a-a13f-3f2629c3b099","2019-04-20 10:49:02","2019-04-20 11:04:02","2019-04-20 10:52:02","2019-04-20","10:52:02","2019","4","10","Natasha","15.00","","600x600","","Interval","Natasha","3","Inactive","Resting","","","","","","","","","","","","","","","","Other","Other","",""
